Date,AAPL,MSFT
2016-06-27,21.012155532836914,43.08952331542969
2016-06-28,21.36600685119629,43.9881477355957
2016-06-29,21.550920486450195,44.96683883666992
2016-06-30,21.82487678527832,45.52737045288086
2016-07-01,21.891080856323242,45.518463134765625
2016-07-05,21.68561553955078,45.52737045288086
2016-07-06,21.80889320373535,45.71421432495117
2016-07-07,21.902498245239258,45.71421432495117
2016-07-08,22.071430206298828,46.532772064208984
2016-07-11,22.139921188354492,46.79079055786133
2016-07-12,22.240365982055664,47.34241485595703
2016-07-13,22.11480712890625,47.60932922363281
2016-07-14,22.553133010864258,47.81397247314453
2016-07-15,22.55084800720215,47.778385162353516
2016-07-18,22.79056167602539,48.009708404541016
2016-07-19,22.799684524536133,47.23564529418945
2016-07-20,22.820234298706055,49.744686126708984
2016-07-21,22.69923973083496,49.64681625366211
2016-07-22,22.523460388183594,50.33189392089844
2016-07-25,22.222105026245117,50.474246978759766
2016-07-26,22.06915283203125,50.50094223022461
2016-07-27,23.502838134765625,49.99380111694336
2016-07-28,23.820165634155273,50.01160430908203
2016-07-29,23.790483474731445,50.42977523803711
2016-08-01,24.21054458618164,50.34079360961914
2016-08-02,23.852121353149414,50.34079360961914
2016-08-03,24.151187896728516,50.68779754638672
2016-08-04,24.300386428833008,51.061485290527344
2016-08-05,24.669925689697266,51.56861114501953
2016-08-08,24.87421226501465,51.6576042175293
2016-08-09,24.97520637512207,51.78215789794922
2016-08-10,24.789281845092773,51.62200927734375
2016-08-11,24.773212432861328,51.871116638183594
2016-08-12,24.83060073852539,51.55083465576172
2016-08-15,25.128992080688477,51.71097946166992
2016-08-16,25.106033325195312,51.42449188232422
2016-08-17,25.069307327270508,51.531925201416016
2016-08-18,25.037174224853516,51.56772994995117
2016-08-19,25.101444244384766,51.58564376831055
2016-08-22,24.906343460083008,51.630409240722656
2016-08-23,24.9843807220459,51.827354431152344
2016-08-24,24.79616928100586,51.881080627441406
2016-08-25,24.690584182739258,52.07804870605469
2016-08-26,24.545982360839844,51.952701568603516
2016-08-29,24.51844024658203,52.01537322998047
2016-08-30,24.33022689819336,51.827354431152344
2016-08-31,24.35317039489746,51.442386627197266
2016-09-01,24.497779846191406,51.55879592895508
2016-09-02,24.727310180664062,51.630409240722656
2016-09-06,24.72041893005371,51.57668685913086
2016-09-07,24.871910095214844,51.62145233154297
2016-09-08,24.220046997070312,51.41552734375
2016-09-09,23.671466827392578,50.323307037353516
2016-09-12,24.201683044433594,51.0753288269043
2016-09-13,24.777807235717773,50.60978317260742
2016-09-14,25.654613494873047,50.36806869506836
2016-09-15,26.526826858520508,51.20068359375
2016-09-16,26.377635955810547,51.2543830871582
2016-09-19,26.070064544677734,50.96791076660156
2016-09-20,26.067764282226562,50.8604736328125
2016-09-21,26.063180923461914,51.710975646972656
2016-09-22,26.308773040771484,51.76468276977539
2016-09-23,25.870372772216797,51.41552734375
2016-09-26,25.90938949584961,50.94104766845703
2016-09-27,25.957592010498047,51.881080627441406
2016-09-28,26.154993057250977,51.952701568603516
2016-09-29,25.74872398376465,51.38868713378906
2016-09-30,25.948408126831055,51.56772994995117
2016-10-03,25.82676124572754,51.40657043457031
2016-10-04,25.93692970275879,51.24543762207031
2016-10-05,25.948408126831055,51.60354232788086
2016-10-06,26.14122200012207,51.693077087402344
2016-10-07,26.180238723754883,51.74678421020508
2016-10-10,26.637006759643555,51.9616584777832
2016-10-11,26.69438934326172,51.20068359375
2016-10-12,26.933095932006836,51.129051208496094
2016-10-13,26.8504695892334,50.95895004272461
2016-10-14,26.999666213989258,51.40657043457031
2016-10-17,26.981300354003906,51.227535247802734
2016-10-18,26.962940216064453,51.62145233154297
2016-10-19,26.882598876953125,51.505062103271484
2016-10-20,26.868824005126953,51.2543830871582
2016-10-21,26.763246536254883,53.41199493408203
2016-10-24,27.004249572753906,54.611671447753906
2016-10-25,27.1419734954834,54.60272216796875
2016-10-26,26.531417846679688,54.2804069519043
2016-10-27,26.276641845703125,53.8059196472168
2016-10-28,26.102201461791992,53.600006103515625
2016-10-31,26.060874938964844,53.644775390625
2016-11-01,25.5903377532959,53.537322998046875
2016-11-02,25.61329460144043,53.206085205078125
2016-11-03,25.33875846862793,53.009117126464844
2016-11-04,25.110349655151367,52.561492919921875
2016-11-07,25.472570419311523,54.09239959716797
2016-11-08,25.62252426147461,54.137168884277344
2016-11-09,25.58099937438965,53.86858367919922
2016-11-10,24.86810874938965,52.55253601074219
2016-11-11,25.01576042175293,52.839027404785156
2016-11-14,24.388235092163086,52.03327941894531
2016-11-15,24.711223602294922,53.06077194213867
2016-11-16,25.375669479370117,53.76381301879883
2016-11-17,25.366439819335938,54.6561164855957
2016-11-18,25.391813278198242,54.394737243652344
2016-11-21,25.77710723876953,54.85441207885742
2016-11-22,25.793251037597656,55.08876037597656
2016-11-23,25.6617431640625,54.4398078918457
2016-11-25,25.79094123840332,54.556983947753906
2016-11-28,25.740188598632812,54.62907409667969
2016-11-29,25.714807510375977,55.06172180175781
2016-11-30,25.497936248779297,54.31362533569336
2016-12-01,25.26030921936035,53.358219146728516
2016-12-02,25.354902267456055,53.40328598022461
2016-12-05,25.172643661499023,54.27756881713867
2016-12-06,25.366439819335938,54.034202575683594
2016-12-07,25.6156063079834,55.314090728759766
2016-12-08,25.867074966430664,54.989601135253906
2016-12-09,26.28927993774414,55.854881286621094
2016-12-12,26.139312744140625,56.035133361816406
2016-12-13,26.57535171508789,56.76521301269531
2016-12-14,26.57535171508789,56.49481201171875
2016-12-15,26.720699310302734,56.404693603515625
2016-12-16,26.755308151245117,56.15230941772461
2016-12-19,26.909879684448242,57.34204864501953
2016-12-20,26.981401443481445,57.26994705200195
2016-12-21,27.00678062438965,57.26994705200195
2016-12-22,26.829137802124023,57.278968811035156
2016-12-23,26.88219451904297,56.99955368041992
2016-12-27,27.05292320251465,57.035606384277344
2016-12-28,26.937572479248047,56.774234771728516
2016-12-29,26.930644989013672,56.693115234375
2016-12-30,26.720699310302734,56.00810241699219
2017-01-03,26.796836853027344,56.404693603515625
2017-01-04,26.766845703125,56.15230941772461
2017-01-05,26.902963638305664,56.15230941772461
2017-01-06,27.202882766723633,56.6390266418457
2017-01-09,27.452043533325195,56.458770751953125
2017-01-10,27.47972869873047,56.44073486328125
2017-01-11,27.62738800048828,56.954490661621094
2017-01-12,27.512027740478516,56.43172073364258
2017-01-13,27.463581085205078,56.51283645629883
2017-01-17,27.68506622314453,56.359615325927734
2017-01-18,27.682756423950195,56.332576751708984
2017-01-19,27.634302139282227,56.15230941772461
2017-01-20,27.68506622314453,56.54888916015625
2017-01-23,27.703519821166992,56.74717712402344
2017-01-24,27.67814064025879,57.25191879272461
2017-01-25,28.11879539489746,57.39614486694336
2017-01-26,28.13263702392578,57.92792510986328
2017-01-27,28.134946823120117,59.288902282714844
2017-01-30,28.06112289428711,58.70305252075195
2017-01-31,27.99652099609375,58.27043151855469
2017-02-01,29.70376205444336,57.30601119995117
2017-02-02,29.65300941467285,56.93645095825195
2017-02-03,29.7799015045166,57.39614486694336
2017-02-06,30.05905532836914,57.36008834838867
2017-02-07,30.345138549804688,57.170806884765625
2017-02-08,30.462787628173828,57.08968734741211
2017-02-09,30.68292236328125,57.73862838745117
2017-02-10,30.613401412963867,57.684566497802734
2017-02-13,30.88451385498047,58.33350372314453
2017-02-14,31.285356521606445,58.5511474609375
2017-02-15,31.398895263671875,58.514869689941406
2017-02-16,31.36183738708496,58.505794525146484
2017-02-17,31.447559356689453,58.596473693847656
2017-02-21,31.674631118774414,58.47859191894531
2017-02-22,31.769630432128906,58.3607177734375
2017-02-23,31.635244369506836,58.596473693847656
2017-02-24,31.66537094116211,58.596473693847656
2017-02-27,31.727937698364258,58.242835998535156
2017-02-28,31.74183464050293,58.016143798828125
2017-03-01,32.39060974121094,58.88664627075195
2017-03-02,32.19829559326172,58.04335021972656
2017-03-03,32.38829803466797,58.26095962524414
2017-03-06,32.28635025024414,58.27912139892578
2017-03-07,32.32805633544922,58.39699172973633
2017-03-08,32.20757293701172,58.9319953918457
2017-03-09,32.1334228515625,58.696224212646484
2017-03-10,32.240013122558594,58.87759780883789
2017-03-13,32.253910064697266,58.678096771240234
2017-03-14,32.20525360107422,58.40605926513672
2017-03-15,32.545875549316406,58.71435546875
2017-03-16,32.59916687011719,58.6146125793457
2017-03-17,32.43696594238281,58.823184967041016
2017-03-20,32.777565002441406,58.87759780883789
2017-03-21,32.4022102355957,58.22469711303711
2017-03-22,32.76829528808594,58.9682502746582
2017-03-23,32.652435302734375,58.823184967041016
2017-03-24,32.58756637573242,58.922935485839844
2017-03-27,32.643184661865234,59.0317268371582
2017-03-28,33.31977844238281,59.20403289794922
2017-03-29,33.393924713134766,59.36725997924805
2017-03-30,33.34989547729492,59.584877014160156
2017-03-31,33.28734588623047,59.72089385986328
2017-04-03,33.29659652709961,59.439788818359375
2017-04-04,33.544532775878906,59.603031158447266
2017-04-05,33.37074279785156,59.448856353759766
2017-04-06,33.28734588623047,59.603031158447266
2017-04-07,33.21318435668945,59.557682037353516
2017-04-10,33.173789978027344,59.42164993286133
2017-04-11,32.81696319580078,59.37632369995117
2017-04-12,32.85635757446289,59.149620056152344
2017-04-13,32.68258285522461,58.89571762084961
2017-04-17,32.863304138183594,59.37632369995117
2017-04-18,32.71733093261719,59.29471206665039
2017-04-19,32.59683609008789,58.97733688354492
2017-04-20,33.0046501159668,59.39445877075195
2017-04-21,32.96525192260742,60.2105712890625
2017-04-24,33.28269577026367,61.2352409362793
2017-04-25,33.488922119140625,61.58888244628906
2017-04-26,33.291954040527344,61.50725555419922
2017-04-27,33.31745147705078,61.906253814697266
2017-04-28,33.285011291503906,62.07853698730469
2017-05-01,33.96392059326172,62.939998626708984
2017-05-02,34.179412841796875,62.84023666381836
2017-05-03,34.07514953613281,62.64073944091797
2017-05-04,33.95234298706055,62.39589309692383
2017-05-05,34.51539993286133,62.56820297241211
2017-05-08,35.45380401611328,62.51380920410156
2017-05-09,35.680885314941406,62.60447311401367
2017-05-10,35.51173400878906,62.84928894042969
2017-05-11,35.818851470947266,62.07853698730469
2017-05-12,36.31907653808594,62.00598907470703
2017-05-15,36.22603225708008,62.05134201049805
2017-05-16,36.17251205444336,63.30077362060547
2017-05-17,34.95799255371094,61.5406379699707
2017-05-18,35.490806579589844,61.75037384033203
2017-05-19,35.611778259277344,61.732139587402344
2017-05-22,35.82814407348633,62.42524337768555
2017-05-23,35.78395462036133,62.63499450683594
2017-05-24,35.67692947387695,62.71707534790039
2017-05-25,35.80024719238281,63.49227523803711
2017-05-26,35.73975372314453,63.80232620239258
2017-05-30,35.75371551513672,64.21273040771484
2017-05-31,35.5419807434082,63.69288635253906
2017-06-01,35.63969421386719,63.930023193359375
2017-06-02,36.167850494384766,65.44393157958984
2017-06-05,35.81420135498047,65.91816711425781
2017-06-06,35.93518829345703,66.13700103759766
2017-06-07,36.149234771728516,66.01846313476562
2017-06-08,36.06084442138672,65.61717987060547
2017-06-09,34.662513732910156,64.13065338134766
2017-06-12,33.8342170715332,63.6381721496582
2017-06-13,34.10643005371094,64.4316177368164
2017-06-14,33.77372741699219,64.08505249023438
2017-06-15,33.571311950683594,63.747623443603516
2017-06-16,33.101322174072266,63.83883285522461
2017-06-19,34.048282623291016,64.63224792480469
2017-06-20,33.738826751708984,63.75674057006836
2017-06-21,33.938907623291016,64.08505249023438
2017-06-22,33.88308334350586,64.07594299316406
2017-06-23,34.03430938720703,64.94230651855469
2017-06-26,33.92729949951172,64.32218170166016
2017-06-27,33.441017150878906,63.11835861206055
2017-06-28,33.92961120605469,63.65645217895508
2017-06-29,33.42937088012695,62.46171569824219
2017-06-30,33.508487701416016,62.86300277709961
2017-07-03,33.38749694824219,62.16989517211914
2017-07-05,33.524784088134766,62.99980926513672
2017-07-06,33.208351135253906,62.534706115722656
2017-07-07,33.54570388793945,63.34636688232422
2017-07-10,33.75046157836914,63.82059860229492
2017-07-11,33.85980987548828,63.82969665527344
2017-07-12,33.90867233276367,64.88760375976562
2017-07-13,34.380977630615234,65.45303344726562
2017-07-14,34.67646789550781,66.37413024902344
2017-07-17,34.797454833984375,66.89395904541016
2017-07-18,34.91843795776367,66.84837341308594
2017-07-19,35.13715744018555,67.35909271240234
2017-07-20,34.97893524169922,67.6874008178711
2017-07-21,34.96263885498047,67.29521942138672
2017-07-24,35.38608169555664,67.1219711303711
2017-07-25,35.53732681274414,67.6600570678711
2017-07-26,35.7048454284668,67.5323486328125
2017-07-27,35.030113220214844,66.720703125
2017-07-28,34.783504486083984,66.61125946044922
2017-07-31,34.604339599609375,66.30117797851562
2017-08-01,34.91145706176758,66.19176483154297
2017-08-02,36.561058044433594,65.89989471435547
2017-08-03,36.195777893066406,65.79959106445312
2017-08-04,36.38654708862305,66.2829360961914
2017-08-07,36.94960403442383,66.027587890625
2017-08-08,37.245094299316406,66.38325500488281
2017-08-09,37.47310256958008,66.09142303466797
2017-08-10,36.27952194213867,65.12470245361328
2017-08-11,36.78404998779297,66.11878967285156
2017-08-14,37.3376350402832,67.11285400390625
2017-08-15,37.74640655517578,67.13117980957031
2017-08-16,37.594566345214844,67.52542877197266
2017-08-17,36.872802734375,66.37936401367188
2017-08-18,36.78872299194336,66.46187591552734
2017-08-21,36.72099304199219,66.15016174316406
2017-08-22,37.321285247802734,67.07618713378906
2017-08-23,37.368003845214844,66.6727523803711
2017-08-24,37.2021598815918,66.64524841308594
2017-08-25,37.339962005615234,66.7644271850586
2017-08-28,37.716033935546875,66.77362060546875
2017-08-29,38.05238723754883,66.975341796875
2017-08-30,38.1551628112793,67.85550689697266
2017-08-31,38.3069953918457,68.55227661132812
2017-09-01,38.31866455078125,67.79129028320312
2017-09-05,37.8585090637207,67.48875427246094
2017-09-06,37.81881332397461,67.29621124267578
2017-09-07,37.666969299316406,68.15802001953125
2017-09-08,37.05267333984375,67.8279800415039
2017-09-11,37.72304153442383,68.54312133789062
2017-09-12,37.573543548583984,68.46977996826172
2017-09-13,37.29092788696289,68.95569610595703
2017-09-14,36.97092056274414,68.55227661132812
2017-09-15,37.344642639160156,69.04736328125
2017-09-18,37.06201171875,68.90986633300781
2017-09-19,37.07602310180664,69.16658782958984
2017-09-20,36.4547119140625,68.70816040039062
2017-09-21,35.82870864868164,68.0388412475586
2017-09-22,35.47833251953125,68.22221374511719
2017-09-25,35.16534423828125,67.16786193847656
2017-09-26,35.77031707763672,67.16786193847656
2017-09-27,36.02492141723633,67.70877838134766
2017-09-28,35.80302429199219,67.72712707519531
2017-09-29,35.99922561645508,68.29557037353516
2017-10-02,35.92681121826172,68.40559387207031
2017-10-03,36.08330535888672,68.08467864990234
2017-10-04,35.849735260009766,68.47893524169922
2017-10-05,36.29587173461914,69.6524887084961
2017-10-06,36.27484130859375,69.67999267578125
2017-10-09,36.400978088378906,69.94588470458984
2017-10-10,36.41498947143555,69.94588470458984
2017-10-11,36.56681823730469,70.06509399414062
2017-10-12,36.43836212158203,70.70687103271484
2017-10-13,36.669593811035156,71.04608154296875
2017-10-16,37.344642639160156,71.19278717041016
2017-10-17,37.482460021972656,71.1377944946289
2017-10-18,37.31661605834961,71.1561279296875
2017-10-19,36.43368148803711,71.43116760253906
2017-10-20,36.496742248535156,72.25631713867188
2017-10-23,36.47806167602539,72.27465057373047
2017-10-24,36.69529342651367,72.3021469116211
2017-10-25,36.534122467041016,72.09130096435547
2017-10-26,36.767704010009766,72.21050262451172
2017-10-27,38.0850830078125,76.84053039550781
2017-10-30,38.942317962646484,76.91388702392578
2017-10-31,39.48422622680664,76.26292419433594
2017-11-01,38.982032775878906,76.26292419433594
2017-11-02,39.26700210571289,77.0605697631836
2017-11-03,40.29241180419922,77.14309692382812
2017-11-06,40.70116424560547,77.4456558227539
2017-11-07,40.83197784423828,77.26226043701172
2017-11-08,41.16599655151367,77.52816772460938
2017-11-09,41.081912994384766,77.09724426269531
2017-11-10,40.94594192504883,76.89554595947266
2017-11-13,40.781856536865234,76.9505386352539
2017-11-14,40.16532516479492,77.0605697631836
2017-11-15,39.63554763793945,76.46163177490234
2017-11-16,40.10908126831055,76.66436767578125
2017-11-17,39.886375427246094,75.92718505859375
2017-11-20,39.84651565551758,76.0469970703125
2017-11-21,40.58728790283203,77.14350891113281
2017-11-22,41.0139274597168,76.58142852783203
2017-11-24,41.016265869140625,76.71965026855469
2017-11-27,40.80998611450195,77.28172302246094
2017-11-28,40.570884704589844,78.2123794555664
2017-11-29,39.729305267333984,76.79335021972656
2017-11-30,40.284889221191406,77.55817413330078
2017-12-01,40.09735107421875,77.64106750488281
2017-12-04,39.80432891845703,74.71087646484375
2017-12-05,39.76681900024414,75.18083190917969
2017-12-06,39.619140625,76.27735137939453
2017-12-07,39.69179916381836,76.0101318359375
2017-12-08,39.70351791381836,77.5489501953125
2017-12-11,40.47711181640625,78.53488159179688
2017-12-12,40.24972915649414,78.85740661621094
2017-12-13,40.38334274291992,78.64546203613281
2017-12-14,40.371612548828125,78.03728485107422
2017-12-15,40.781856536865234,80.02764129638672
2017-12-18,41.356178283691406,79.59455871582031
2017-12-19,40.91546630859375,79.08775329589844
2017-12-20,40.87092208862305,78.8021011352539
2017-12-21,41.02564239501953,78.78368377685547
2017-12-22,41.02564239501953,78.79289245605469
2017-12-26,39.984832763671875,78.69152069091797
2017-12-27,39.99186706542969,78.97716522216797
2017-12-28,40.10438919067383,78.98641204833984
2017-12-29,39.67071533203125,78.8205337524414
2018-01-02,40.38098907470703,79.19832611083984
2018-01-03,40.37397003173828,79.56687927246094
2018-01-04,40.561500549316406,80.26720428466797
2018-01-05,41.0233039855957,81.26235961914062
2018-01-08,40.87092208862305,81.34529876708984
2018-01-09,40.866233825683594,81.28999328613281
2018-01-10,40.856868743896484,80.92143249511719
2018-01-11,41.08893585205078,81.1610107421875
2018-01-12,41.51324462890625,82.56160736083984
2018-01-16,41.30226516723633,81.40980529785156
2018-01-17,41.98441696166992,83.05919647216797
2018-01-18,42.02191925048828,83.0223388671875
2018-01-19,41.834388732910156,82.93017578125
2018-01-22,41.49214553833008,84.41371154785156
2018-01-23,41.50151062011719,84.68093872070312
2018-01-24,40.8404655456543,84.60722351074219
2018-01-25,40.111419677734375,85.0771484375
2018-01-26,40.20518493652344,86.67127227783203
2018-01-29,39.37299728393555,86.54226684570312
2018-01-30,39.14092254638672,85.45497131347656
2018-01-31,39.24876022338867,87.54663848876953
2018-02-01,39.330806732177734,86.8555679321289
2018-02-02,37.624229431152344,84.57035827636719
2018-02-05,36.68421173095703,81.08728790283203
2018-02-06,38.21731185913086,84.15570831298828
2018-02-07,37.39918518066406,82.57080841064453
2018-02-08,36.370094299316406,78.33219146728516
2018-02-09,36.81494140625,81.25315856933594
2018-02-12,38.29780578613281,82.1285400390625
2018-02-13,38.68146514892578,82.77352905273438
2018-02-14,39.394657135009766,84.06961822509766
2018-02-15,40.71745681762695,85.78233337402344
2018-02-16,40.585655212402344,85.17130279541016
2018-02-20,40.44912338256836,85.83785247802734
2018-02-21,40.26554870605469,84.69916534423828
2018-02-22,40.60212707519531,84.92134857177734
2018-02-23,41.30824279785156,87.07839965820312
2018-02-26,42.124996185302734,88.33745574951172
2018-02-27,41.98847961425781,87.20799255371094
2018-02-28,41.9249267578125,86.80992126464844
2018-03-01,41.190555572509766,85.95821380615234
2018-03-02,41.47535705566406,86.14335632324219
2018-03-05,41.618934631347656,86.68956756591797
2018-03-06,41.58363723754883,86.39331817626953
2018-03-07,41.19761657714844,86.89325714111328
2018-03-08,41.647186279296875,87.42094421386719
2018-03-09,42.36272430419922,89.37432098388672
2018-03-12,42.77226638793945,89.58723449707031
2018-03-13,42.36037063598633,87.40242767333984
2018-03-14,42.0002555847168,86.88398742675781
2018-03-15,42.04967498779297,87.18952178955078
2018-03-16,41.90139389038086,87.57833099365234
2018-03-19,41.26116943359375,85.9952392578125
2018-03-20,41.24704360961914,86.2174301147461
2018-03-21,40.3126220703125,85.61567687988281
2018-03-22,39.74299621582031,83.12535095214844
2018-03-23,38.82269287109375,80.70907592773438
2018-03-26,40.66567611694336,86.81917572021484
2018-03-27,39.62297058105469,82.82909393310547
2018-03-28,39.18517303466797,82.7550277709961
2018-03-29,39.49115753173828,84.49546813964844
2018-04-02,39.23224639892578,81.94961547851562
2018-04-03,39.63473892211914,83.05128479003906
2018-04-04,40.39263916015625,85.4768295288086
2018-04-05,40.6727409362793,85.52310943603516
2018-04-06,39.63239669799805,83.53268432617188
2018-04-09,40.02545166015625,84.03257751464844
2018-04-10,40.778663635253906,85.98597717285156
2018-04-11,40.5880012512207,85.04169464111328
2018-04-12,40.988136291503906,86.634033203125
2018-04-13,41.12701416015625,86.17113494873047
2018-04-16,41.383575439453125,87.18022155761719
2018-04-17,41.95317077636719,88.93920135498047
2018-04-18,41.859031677246094,89.28175354003906
2018-04-19,40.6727409362793,88.97624206542969
2018-04-20,39.00629425048828,87.9486312866211
2018-04-23,38.8932991027832,88.27265930175781
2018-04-24,38.35193634033203,86.20819091796875
2018-04-25,38.51906204223633,85.45829010009766
2018-04-26,38.653221130371094,87.2635498046875
2018-04-27,38.20600891113281,88.70775604248047
2018-04-30,38.89801788330078,86.57847595214844
2018-05-01,39.80185317993164,87.9486312866211
2018-05-02,41.56010818481445,86.56922912597656
2018-05-03,41.63541793823242,87.08766174316406
2018-05-04,43.2689208984375,88.09676361083984
2018-05-07,43.58196258544922,89.07807159423828
2018-05-08,43.79144287109375,88.69850158691406
2018-05-09,44.09979248046875,89.74464416503906
2018-05-10,44.7305908203125,90.64263916015625
2018-05-11,44.560482025146484,90.44820404052734
2018-05-14,44.45650863647461,90.75372314453125
2018-05-15,44.052467346191406,90.096435546875
2018-05-16,44.46360397338867,90.32887268066406
2018-05-17,44.18241500854492,89.42697143554688
2018-05-18,44.02174758911133,89.5943603515625
2018-05-21,44.333648681640625,90.74728393554688
2018-05-22,44.22258377075195,90.65431213378906
2018-05-23,44.506126403808594,91.73285675048828
2018-05-24,44.45650863647461,91.40740203857422
2018-05-25,44.55811309814453,91.45391845703125
2018-05-29,44.397438049316406,91.12849426269531
2018-05-30,44.30291748046875,92.00249481201172
2018-05-31,44.1540641784668,91.90021514892578
2018-06-01,44.95033264160156,93.71330261230469
